,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
714,31,unknown,unknown,unknown,unknown,no,no,cellular,nov,tue,257,2,666,1,failure,-2.856580944192466,93.12275799894972,-30.018359654619978,0.8436832975866676,4996.052970265037,no
715,91,admin.,married,university.degree,unknown,no,no,cellular,sep,fri,173,0,766,1,failure,-1.1019209020597174,94.33209636900315,-39.657770120190726,0.7498321993602518,4978.023416928082,no
716,20,admin.,married,university.degree,unknown,no,no,cellular,nov,wed,212,1,-165,1,success,-1.4942343995556087,93.69962370146267,-38.21190689109976,0.8899131391252165,4985.577796450895,yes
717,unknown,admin.,unknown,basic.6y,no,no,no,cellular,aug,tue,140,2,773,1,nonexistent,-2.166646802240485,93.41647812318186,-37.25267755833869,0.7793380176996791,5007.865018455714,no
718,39,management,married,unknown,no,yes,no,cellular,aug,mon,169,1,657,2,failure,-3.225799322399749,92.8351077988674,-29.17907624071992,0.6484795330568363,5029.6841844598775,no
719,unknown,unemployed,single,basic.4y,unknown,no,no,cellular,nov,tue,407,5,1450,-1,nonexistent,-1.4650442948345659,93.37799287046224,-36.89231109129734,0.6549674467239832,4993.1039599009655,no
720,44,technician,unknown,university.degree,unknown,no,no,cellular,aug,fri,1502,2,1079,2,failure,-1.1542219065809745,93.99582573661897,-40.38314579591794,0.91918852508448,4973.121902628627,no
721,55,blue-collar,unknown,unknown,unknown,yes,no,cellular,jul,thu,605,2,497,0,nonexistent,-2.0859814052996777,93.64374411216325,-35.9029984987133,0.708660324214625,5006.809090499105,yes
722,42,technician,single,unknown,no,yes,no,cellular,nov,tue,240,4,756,1,nonexistent,-1.5045942033351711,93.28292566205171,-33.01353437635273,0.8545869202930092,4998.862996628652,yes
723,36,admin.,unknown,unknown,unknown,yes,no,cellular,may,wed,267,3,606,1,failure,-1.18390324810494,94.01740028048383,-42.95130129133288,0.860055054621743,5000.958525762497,no
724,44,admin.,married,unknown,unknown,unknown,no,cellular,nov,wed,5064,2,1110,0,failure,-2.22120339053731,93.15713124492468,-33.618184088822204,0.6451499222279664,5008.595026607789,yes
725,26,retired,single,university.degree,no,no,no,cellular,nov,tue,84,2,1057,1,nonexistent,-1.8270924709334366,93.27635519628717,-39.10213148048167,0.978293415635682,4990.239096354692,no
726,76,technician,married,university.degree,no,yes,no,cellular,nov,tue,190,2,1045,-1,nonexistent,-3.2954369410430835,92.93373987906301,-30.211132751419406,0.6513637552011182,5031.511228637704,no
727,107,retired,divorced,unknown,no,no,no,cellular,nov,wed,135,2,939,0,nonexistent,-3.0458495407066803,93.13193217042749,-31.89850877979061,0.7883865369572507,4998.952247267875,yes
728,22,management,unknown,basic.9y,no,no,no,cellular,jun,wed,233,0,735,1,failure,-1.1029723831855685,94.66112190248273,-43.957110839552264,0.8868807562585166,4964.343060335133,no
729,unknown,services,single,unknown,no,unknown,no,cellular,sep,mon,268,2,838,2,nonexistent,-1.1000008548570714,95.4325348014351,-50.06782461390079,1.032396391217769,4946.760744971912,yes
730,29,retired,unknown,university.degree,unknown,yes,no,cellular,jun,tue,450,0,-15,2,success,-1.5606656242860812,94.03789297608706,-35.71926631578342,0.6803277124432178,4990.646752224731,no
731,unknown,admin.,single,high.school,no,yes,no,cellular,aug,wed,2343,2,777,-1,nonexistent,-2.4117797336539546,92.53276944187553,-27.33691994832481,0.6739104716015702,5004.058654235768,yes
732,64,admin.,married,unknown,no,yes,no,cellular,jul,tue,335,0,1032,0,nonexistent,-2.7401267105100167,93.82760831088721,-34.57816048168094,0.664192747357348,5005.834656705851,yes
733,44,retired,single,unknown,no,no,no,cellular,may,tue,203,2,766,0,nonexistent,-1.3461992330694619,93.64351411914419,-37.730745684807715,0.6548717461723293,5001.2509367242255,no
734,38,admin.,single,basic.4y,no,yes,no,cellular,jul,mon,531,3,1442,-1,nonexistent,-2.922143965414934,92.72321325139328,-31.55127002601612,0.6429101052221748,5027.9019670651805,no
735,49,management,unknown,unknown,unknown,yes,no,cellular,jul,thu,3050,2,552,1,nonexistent,-2.4675024551373776,93.48479955506726,-34.36917878160041,0.6918913227095257,5019.275670841587,yes
736,unknown,management,married,unknown,unknown,yes,no,cellular,nov,mon,563,1,-33,1,nonexistent,-3.3518907824733195,93.1280586341999,-38.52091114331285,0.8101215580166385,5020.260009464722,yes
737,37,admin.,unknown,unknown,no,yes,no,cellular,sep,thu,243,1,514,0,nonexistent,-1.744333853793007,93.09353828428702,-27.78835997918125,0.6370378826125558,5006.102913944955,yes
738,47,management,married,unknown,no,unknown,no,cellular,jul,thu,152,3,924,-1,failure,-3.312415929074317,92.88343146880828,-31.911151482395752,0.7987256811832621,5027.275609846221,no
739,65,services,married,basic.4y,no,yes,no,cellular,nov,fri,276,3,-18,1,success,-2.1495713944705974,93.02747119148475,-32.9921541465482,0.8432172077219543,5006.527349429877,yes
740,45,admin.,unknown,unknown,no,yes,no,cellular,nov,thu,82,3,1078,0,nonexistent,-2.0949446788814763,93.18821496357849,-33.764783903962915,0.7362247635780031,4999.144327981941,no
741,57,admin.,married,university.degree,unknown,yes,yes,cellular,may,thu,18,3,1667,-1,nonexistent,-1.6064469771408816,93.57189641941335,-37.03162465633752,0.7193795419112039,5006.258176475597,no
742,40,admin.,single,university.degree,no,yes,no,cellular,sep,tue,500,1,728,1,failure,-1.1026172605978157,94.28708910986232,-42.50757820324941,0.9518340874386961,4967.633348297534,yes
743,61,blue-collar,unknown,unknown,no,yes,no,cellular,nov,mon,790,1,-144,1,success,-3.1854758999735346,92.66561046450182,-30.446975043390434,0.7091203819639939,5021.00926743199,yes
744,32,admin.,unknown,university.degree,unknown,yes,no,cellular,nov,fri,98,1,1511,0,nonexistent,-3.376340536400451,92.56964935041232,-29.58978325703184,0.8543214163960184,5015.2857993854395,no
745,35,retired,married,university.degree,no,yes,no,cellular,aug,thu,1672,0,560,2,failure,-1.2279238389726288,93.50919300022979,-37.455648113472904,0.6649349880479655,5008.279393390098,yes
746,40,admin.,divorced,unknown,no,yes,no,cellular,aug,mon,208,0,979,1,failure,-3.315634665133463,92.7739764340024,-29.78754202705624,0.6348151285096956,5034.563031235225,no
747,32,student,single,unknown,unknown,no,no,cellular,may,tue,610,1,524,1,failure,-2.99937050370435,93.06660770487497,-29.511991115614386,0.6343102637162126,5032.120264439697,yes
748,unknown,admin.,married,high.school,unknown,no,no,cellular,aug,tue,244,3,223,1,failure,-3.1556139227966695,92.40686932954232,-27.283281001444934,0.6502299398646335,5025.019410240651,yes
749,28,unemployed,single,unknown,unknown,yes,no,cellular,may,thu,127,1,503,3,failure,-1.1990832080417686,94.0575646773032,-40.34486438121497,0.8307859145796574,4990.692302308323,no
750,30,admin.,single,unknown,no,yes,no,cellular,nov,tue,86,5,1385,0,failure,-1.2463593196159737,94.07809843623554,-41.19745725260219,0.8499082239803637,4981.475983022979,yes
751,unknown,technician,married,unknown,no,yes,no,cellular,nov,tue,99,3,1068,1,failure,-2.346170497539883,93.07851181584113,-30.631366395654535,0.7453340743663028,5002.570513492534,yes
752,42,unemployed,married,unknown,no,no,no,cellular,nov,tue,820,2,258,2,failure,-3.1768244144730624,92.93051785622494,-31.732858398803753,0.8268508705759889,5006.2945673637805,no
753,55,student,married,unknown,unknown,yes,no,cellular,sep,thu,48,1,1075,1,failure,-1.5124087440880825,93.1842539314475,-30.443743580963854,0.6722470085374572,5002.570284503878,no
754,35,admin.,married,university.degree,no,no,no,cellular,may,tue,169,2,229,0,nonexistent,-3.3970916230337473,91.38760695935716,-21.696893100389744,0.6362647131374998,5054.248185287744,yes
755,59,housemaid,single,professional.course,no,yes,no,cellular,may,mon,142,2,836,1,nonexistent,-3.3275523582705073,92.92721973667972,-27.48172274356971,0.637957186283392,5034.025516223359,no
756,unknown,admin.,divorced,basic.9y,no,yes,no,cellular,nov,thu,213,3,1088,1,failure,-1.9216839697323385,93.72442692938802,-34.33287614618022,0.7099212850243608,4996.768524966554,no
757,unknown,retired,divorced,professional.course,no,no,no,cellular,nov,wed,2344,2,577,1,nonexistent,-3.2026344179656423,92.1690706583318,-26.98823507194352,0.6410532540533385,5034.16996710802,yes
758,114,management,unknown,unknown,no,no,no,cellular,may,mon,282,1,341,1,nonexistent,-2.296271072787552,93.97519387224915,-42.89469893805743,0.8327071945517799,5010.277132196073,yes
759,30,retired,married,unknown,unknown,yes,no,cellular,jun,thu,482,2,701,0,nonexistent,-1.4947423927475263,94.07267771848919,-43.36904654846513,0.9786789368631716,4985.921968801304,yes
760,50,housemaid,single,unknown,no,no,no,cellular,nov,mon,232,2,1433,-3,nonexistent,-3.3603887698829187,92.65378796302423,-30.59241591558279,0.9398968465215545,5012.32470202005,no
761,28,technician,single,unknown,unknown,yes,no,cellular,jul,wed,172,0,343,3,failure,-1.5958660595587768,93.54606478060545,-35.74061702108378,0.6987702035060721,5016.469428435033,yes
762,66,unemployed,unknown,unknown,no,no,no,cellular,jun,thu,383,1,339,2,failure,-1.605500839720864,93.89835078242052,-39.22204323293243,0.6876041875268171,5001.762462490022,yes
763,28,management,married,unknown,no,yes,no,cellular,nov,thu,852,3,690,1,failure,-1.8026436955167255,93.5997890185604,-35.736684959266526,0.6621674400393895,5001.656704250522,no
764,unknown,student,single,university.degree,no,yes,no,cellular,aug,mon,14,0,1128,-1,nonexistent,-3.385052966323669,92.0198467414508,-20.509181487508013,0.6367081880495059,5039.527519772537,no
765,61,retired,married,unknown,no,yes,no,cellular,jul,wed,241,-1,695,2,failure,-1.1042798948591281,94.51938830147363,-44.627832770518275,0.9331849459809395,4971.307781378978,no
766,unknown,retired,unknown,professional.course,unknown,no,no,cellular,may,fri,8433,1,620,2,failure,-2.2307971722708455,92.96037142837477,-34.11813282536618,0.8346326684411127,5001.366222519729,yes
767,32,services,divorced,high.school,unknown,yes,no,cellular,aug,wed,308,1,850,2,failure,-1.1021357291179275,94.97892320211041,-50.422727969642494,0.9037457551889334,4970.840255428824,yes
768,unknown,admin.,unknown,unknown,no,unknown,no,cellular,may,tue,269,4,532,1,nonexistent,-1.100459927694081,94.28136929361015,-44.129022011259,0.6622152989682045,4990.522400958017,yes
769,63,blue-collar,married,professional.course,no,yes,no,cellular,nov,mon,137,4,247,1,failure,-1.3118509986579698,93.44498825816511,-38.001414680285265,0.8325647132405665,4995.324812355689,no
770,unknown,student,single,unknown,unknown,no,no,cellular,nov,thu,19,2,354,1,nonexistent,-2.8361036920506253,92.8809609072727,-33.855897802402204,0.9646343977538222,4994.817677896173,no
771,unknown,admin.,divorced,unknown,no,no,no,cellular,may,tue,599,2,337,1,failure,-1.4613968173941656,93.8726136946563,-40.358114072971134,0.66089469850298,5003.4723086263275,yes
772,58,housemaid,unknown,university.degree,unknown,no,no,cellular,jul,wed,217,2,485,1,failure,-1.3231150320846554,94.22393600731738,-40.04712143740442,0.9176800648270306,4986.272641487779,yes
773,25,unknown,single,professional.course,no,no,no,cellular,may,fri,22,-1,651,0,nonexistent,-3.3348892381910518,92.61489663722644,-28.057007526779604,0.669985433544696,5021.213192617287,no
774,unknown,admin.,unknown,unknown,unknown,yes,no,cellular,sep,wed,669,2,924,2,failure,-1.106862900926365,94.23324978824151,-40.29292207278562,0.845734651647653,4966.669459689154,no
775,36,management,single,basic.4y,no,yes,no,cellular,nov,tue,249,3,372,2,failure,-2.2130982916438207,93.77317582669464,-37.25941088662072,0.7290734250226714,5003.721020363466,yes
776,30,blue-collar,married,university.degree,no,no,no,cellular,aug,thu,263,2,665,0,nonexistent,-2.659446330654234,93.4886593314782,-37.03467079696579,0.8155251835304586,5002.500454140521,no
777,32,admin.,married,unknown,no,no,no,cellular,aug,tue,218,-1,552,2,failure,-3.047003187652741,93.63469285158816,-38.19255053203722,0.8837779021488534,5010.590217652201,no
778,36,management,married,professional.course,unknown,yes,no,cellular,may,fri,346,1,959,2,failure,-1.1000004018161111,95.27555230695555,-53.9670056352126,0.9305920834396082,4963.266237569425,yes
779,24,technician,married,basic.4y,no,yes,no,cellular,jul,mon,92,3,752,1,failure,-1.1005959051949756,94.70932295040228,-42.55231420439113,0.7657386021435676,4974.7738256996445,no
780,23,admin.,married,university.degree,no,yes,no,cellular,sep,thu,147,1,-53,1,nonexistent,-2.553322973460098,92.88070282837236,-30.314366872263303,0.7616812816602967,5010.105972907655,no
781,31,retired,unknown,unknown,unknown,no,no,cellular,jun,thu,85,2,1235,1,nonexistent,-2.828938094735345,93.30787731875779,-35.160862126071216,0.8636642667788054,4993.960368745849,no
782,35,admin.,single,unknown,no,yes,no,cellular,jun,wed,191,5,557,1,nonexistent,-1.7426438389213472,93.54810774845296,-33.74759581656336,0.7736667692988091,4992.900651894924,yes
783,36,retired,single,unknown,no,unknown,no,cellular,sep,thu,196,2,753,0,nonexistent,-1.1529916503393225,94.09425998090244,-37.903397914119914,0.7170692416973933,4983.6168116365625,yes
784,26,management,married,unknown,unknown,yes,no,cellular,aug,tue,552,1,432,1,nonexistent,-1.1180603360102048,94.0425373145131,-40.552068612974,0.6850011150570771,4988.463331903636,no
785,23,blue-collar,unknown,unknown,no,yes,no,cellular,sep,tue,220,1,77,0,nonexistent,-1.2535712306363394,93.78150612173395,-36.69689137171637,0.8435319605938453,4976.536119492877,yes
786,35,services,married,unknown,no,no,no,cellular,aug,fri,77,0,970,0,failure,-2.137730939375636,93.28116540821772,-30.6517845789316,0.7856819850477894,4999.324032549077,no
787,48,admin.,single,unknown,no,no,no,cellular,jul,wed,420,2,578,2,nonexistent,-1.1036483365844418,94.61776073044712,-44.27370172027985,0.8748869333840922,4971.618106304669,no
788,32,entrepreneur,unknown,high.school,no,yes,no,cellular,jul,tue,139,3,551,1,failure,-3.170453231749715,92.83280011893936,-27.64129770238707,0.6640906812907507,5027.014274844435,no
789,37,admin.,single,university.degree,no,no,no,cellular,aug,tue,2634,3,490,1,failure,-1.6086340760644189,93.4494102624927,-35.69576213470345,0.795570854408501,4989.9721244770535,yes
790,47,retired,married,unknown,no,unknown,no,cellular,aug,fri,156,1,689,1,nonexistent,-2.6638387806725072,93.32814839981663,-33.657615227724826,0.6563662646285655,5019.608647638489,no
791,unknown,unemployed,married,professional.course,no,yes,no,cellular,may,thu,95,2,432,1,nonexistent,-1.1061344670955102,94.8417212850974,-48.92463854950399,0.890971533583033,4979.3579746505575,no
792,38,retired,divorced,unknown,no,yes,no,cellular,jul,thu,22,3,1512,0,nonexistent,-1.1559947771908514,94.17297113003502,-38.50213558942084,0.7432287133683694,4982.068637227302,no
793,38,admin.,single,unknown,no,no,no,cellular,may,fri,327,2,432,1,failure,-3.398717326605914,91.77587806107228,-21.000317892158606,0.6341715291335676,5053.174900261568,yes
794,43,retired,single,unknown,unknown,no,no,cellular,aug,tue,407,2,501,0,nonexistent,-1.675056075353862,92.95386515837852,-34.45536681150891,0.8046965901646007,5000.101248988265,yes
795,unknown,student,unknown,unknown,unknown,no,no,cellular,jun,thu,382,2,34,1,failure,-1.2135986568597201,94.2394799222013,-41.94016591508643,0.6967949797998326,4992.236637749303,yes
796,36,admin.,married,unknown,no,yes,no,cellular,jun,tue,138,2,265,1,nonexistent,-2.6671986435677715,93.56445189376278,-35.75567883005646,0.7008542366471849,5003.354693477137,yes
797,36,admin.,divorced,university.degree,unknown,yes,no,cellular,jul,tue,269,0,211,1,failure,-1.6000740636462536,93.78877947587482,-39.83456193716379,0.8168600732533372,4999.607931051658,yes
798,26,admin.,single,university.degree,no,yes,no,cellular,jul,mon,156,1,1341,0,failure,-3.1555117043781777,93.0273201970133,-35.038655681779936,0.7709694859760481,5021.410985635662,no
799,49,technician,unknown,university.degree,no,no,no,cellular,sep,tue,16,2,746,2,failure,-1.2949374519108243,93.42300233133787,-37.570759193089806,1.0187774869922228,4975.118525088196,no
800,34,admin.,married,university.degree,unknown,unknown,no,cellular,aug,thu,245,2,550,2,failure,-2.4289149302163766,93.0309522587224,-31.478442498977806,0.8410646690326095,4999.335768041523,yes
801,unknown,retired,married,basic.4y,no,no,no,cellular,may,mon,372,1,475,1,nonexistent,-1.1136046301375009,93.68551502528588,-40.439334226243304,0.8312335536288977,4993.16617431158,yes
802,unknown,retired,married,high.school,unknown,unknown,no,cellular,nov,thu,223,0,1060,1,nonexistent,-1.1000328295058233,94.98000500102354,-50.21494366726145,1.0335768605106708,4946.476866515356,no
803,38,blue-collar,unknown,unknown,unknown,no,no,cellular,jun,fri,275,-1,730,0,nonexistent,-3.399988113174992,91.72070775884947,-21.039491436000016,0.6461141584197042,5046.9308653436765,yes
804,45,unemployed,single,unknown,unknown,no,no,cellular,nov,mon,270,2,531,1,failure,-2.1786560492492213,93.78429738744356,-39.52272160609885,0.8567314547361973,4984.330743578774,yes
805,47,technician,unknown,unknown,no,unknown,no,cellular,jul,tue,264,0,1288,0,failure,-3.3828265651632274,92.76836101119385,-31.749351827198904,0.7027058623121886,5033.429564154282,yes
806,52,services,married,high.school,unknown,unknown,no,cellular,jul,wed,314,3,-67,4,failure,-1.1001647466924207,95.41539779516812,-51.47408138203586,0.9182612329069946,4967.262788998513,no
807,unknown,unemployed,single,basic.4y,no,no,no,cellular,jun,mon,316,0,1056,0,failure,-1.7906597098894923,93.6603464210777,-37.413362205253165,0.7589052767191605,5004.925108903327,no
808,30,retired,divorced,unknown,unknown,unknown,no,cellular,nov,wed,637,1,979,-1,nonexistent,-2.469392852651547,93.23691214722801,-36.97242337596578,0.8843656299244524,5005.919245967297,yes
809,52,management,married,unknown,unknown,yes,no,cellular,jul,tue,229,2,933,1,nonexistent,-3.354325053462326,92.79728039666207,-25.448250274753473,0.6383300225732171,5033.7301258203815,yes
810,80,admin.,single,high.school,unknown,yes,no,cellular,jun,wed,296,2,857,1,nonexistent,-1.4734315228677446,94.49835138310519,-41.07667832669338,0.6992292047376596,4986.858663428321,yes
811,42,student,divorced,unknown,no,yes,no,cellular,sep,wed,1160,1,1065,-1,nonexistent,-1.669867958799431,93.8014382517374,-35.228285836860366,0.9415891047812033,4975.850177484734,yes
812,53,technician,unknown,high.school,unknown,yes,no,cellular,may,mon,548,1,-27,1,success,-1.3499641439067323,93.94556942452931,-34.50109102570369,0.6464943736771697,4995.742892324989,yes
813,49,admin.,married,unknown,no,no,no,cellular,nov,mon,321,1,-185,2,success,-3.399575371173944,92.57956045245503,-30.899209704418467,0.6856810124955621,5040.7833643255235,yes
814,unknown,retired,unknown,professional.course,no,yes,no,cellular,jul,thu,334,2,854,1,nonexistent,-1.2998204869879944,93.47394680466786,-38.578126791269234,0.7342851060834845,5002.3685561790035,yes
815,53,admin.,married,high.school,no,no,no,cellular,nov,mon,66,3,528,1,nonexistent,-1.1042713133762048,94.50462009273421,-43.33314055590545,0.7732282777141519,4980.897306006017,no
816,unknown,housemaid,married,university.degree,no,no,no,cellular,nov,tue,117,3,1336,0,nonexistent,-3.024203371038586,92.80335070183023,-30.93116270802905,0.6941589994383786,5018.7299371064155,no
817,unknown,admin.,unknown,unknown,no,no,no,cellular,aug,tue,300,3,1160,2,failure,-1.3982610378044291,93.91471287379959,-38.15342488337498,0.9155564901488964,4986.41799902295,yes
818,63,technician,married,unknown,no,yes,no,cellular,sep,fri,14,2,-144,2,nonexistent,-2.1260953549308397,92.73698924125055,-27.103289636790034,0.6481652778410054,5022.4904516923525,yes
819,54,technician,divorced,unknown,no,no,no,cellular,sep,fri,5005,1,491,2,failure,-1.1010505779162307,93.91960077702018,-39.94309782232058,1.0218306000030442,4958.448176746813,yes
820,63,admin.,single,unknown,no,no,no,cellular,nov,tue,272,3,756,1,failure,-3.3556283655278127,93.05564742791209,-35.87646131212491,0.9136298807995569,5028.78765181925,no
821,58,management,married,university.degree,no,yes,no,cellular,nov,wed,110,2,961,1,failure,-1.8053180922979017,93.60383753965871,-38.580172944623804,0.6665325349546184,5005.579820213754,no
822,unknown,technician,married,university.degree,no,no,no,cellular,aug,thu,214,2,825,0,nonexistent,-1.5367944732252152,93.60657295650488,-35.807813257393136,0.8427166756829134,4983.53324925905,yes
823,23,admin.,unknown,university.degree,no,unknown,no,cellular,aug,wed,269,1,8,2,success,-1.1000000303015076,96.13304579928992,-54.46075793020304,0.8842325549290468,4956.079385748798,no
824,49,admin.,single,unknown,no,yes,no,cellular,jun,tue,404,2,-371,1,success,-1.1122880462069928,94.95607748017704,-46.168551432967334,0.9633214479730154,4971.6440426391055,yes
825,38,technician,single,university.degree,no,yes,no,cellular,jul,mon,254,0,973,0,nonexistent,-1.1000033657827228,95.41239171548128,-51.626352938303455,0.8573340114253973,4961.301569523299,no
826,50,admin.,single,university.degree,no,no,no,cellular,jul,mon,258,4,1171,1,failure,-1.6918860725523233,93.76719074814096,-39.52977989053979,1.00927812989534,4988.878716214778,yes
827,40,admin.,unknown,university.degree,no,yes,no,cellular,sep,wed,229,3,1147,-1,nonexistent,-1.1148588557115415,93.43787654386233,-34.72616441172484,0.6959047797117187,4985.0834476027685,yes
828,30,blue-collar,divorced,unknown,no,no,no,cellular,jun,fri,217,2,504,2,nonexistent,-3.3313397749821836,93.49003163949062,-30.55894848522886,0.6371109386536368,5018.084637457935,no
829,unknown,unemployed,married,unknown,no,yes,no,cellular,jul,tue,209,3,630,1,failure,-2.1329926621245043,94.0496884845901,-40.585402008420296,0.8223510015430111,5003.41073835984,yes
830,38,technician,married,professional.course,no,yes,no,cellular,aug,mon,348,3,763,0,failure,-1.1145480579881086,94.05981307238767,-35.82622645378834,0.7199101712126529,4988.162310277593,yes
831,47,admin.,unknown,unknown,unknown,no,no,cellular,nov,mon,216,3,618,1,failure,-1.4296787479912005,94.02212656517283,-41.25608665475981,1.0348291530852176,4961.879548713572,yes
832,62,admin.,single,unknown,no,no,no,cellular,nov,tue,125,1,379,2,failure,-1.3634350098007006,93.85075546124908,-42.76037530635378,0.7089659572732233,4994.423891976079,no
833,66,technician,unknown,professional.course,no,yes,no,cellular,sep,thu,204,3,682,1,nonexistent,-1.717465754129128,92.9533945614452,-31.26089123484809,0.7000087021640948,4997.024247375429,no
834,22,admin.,single,unknown,no,no,no,cellular,aug,wed,256,2,305,1,nonexistent,-3.3955322770276264,92.53198820826982,-21.5604441508759,0.6961334041081748,5019.050754388934,yes
835,46,housemaid,unknown,basic.4y,no,no,no,cellular,aug,thu,176,1,685,1,nonexistent,-2.041881570005865,93.35898140391534,-36.81041596565002,0.9264842764479249,5001.659667161757,yes
836,55,retired,married,unknown,no,yes,no,cellular,jun,thu,100,1,1190,0,nonexistent,-1.1681638915654546,93.68875804551416,-39.71459376375013,0.8397618237591218,4987.921551192237,no
837,unknown,retired,unknown,high.school,no,yes,no,cellular,jul,mon,154,2,1281,-1,nonexistent,-2.9078453674348608,93.19934369458818,-35.505290583501704,0.6409621765735852,5034.155914146528,yes
838,41,housemaid,married,professional.course,unknown,yes,no,cellular,jun,tue,216,3,1252,0,nonexistent,-1.7063183089626401,93.7887985121349,-39.26518062031196,0.7974955196637614,5001.517619721668,no
839,56,admin.,unknown,basic.4y,no,yes,no,cellular,nov,thu,271,2,1172,1,failure,-3.357514791902904,92.86271969940866,-27.414024119548564,0.6380866351693777,5033.090117811001,no
840,33,management,unknown,unknown,no,unknown,no,cellular,nov,fri,208,1,731,1,nonexistent,-1.6156675538598557,93.29255609193834,-37.40792476332149,0.7563909959297055,5006.020326830993,no
841,unknown,student,married,unknown,no,no,no,cellular,may,fri,800,1,770,0,nonexistent,-2.7368765376772757,92.52043206866082,-31.148202252194196,0.6595946226451747,5033.319436008098,yes
842,46,admin.,single,unknown,unknown,yes,no,cellular,nov,fri,410,1,287,1,failure,-2.5392918908601843,93.72262100815696,-37.44648875912474,0.9924385422542268,4990.952281539995,yes
843,29,blue-collar,married,basic.6y,no,unknown,unknown,cellular,sep,tue,567,1,-189,2,nonexistent,-1.100086705755563,94.87600081217812,-46.006807902511426,0.7669021232773001,4967.983993264934,yes
844,unknown,entrepreneur,married,professional.course,no,no,no,cellular,nov,fri,123,0,246,0,failure,-3.0369777745212,93.40872556238557,-36.39874924535849,0.6921750391158833,5013.509345228337,no
845,52,student,married,unknown,no,yes,no,cellular,jul,fri,109,5,2085,-1,nonexistent,-1.105159667455204,95.50673656816627,-52.272854352758586,0.9896928076754133,4971.926940108204,no
846,22,housemaid,unknown,basic.4y,no,no,no,cellular,jun,mon,166,3,1347,2,failure,-1.2885630619184738,93.82957468535913,-38.41539527840541,0.7599160491716579,4990.815632188611,no
847,unknown,management,married,unknown,no,no,no,cellular,jul,thu,552,1,1178,1,nonexistent,-2.6282945758578418,93.3125523838994,-35.07856815555791,0.8203449992497722,4999.4338339483165,yes
848,44,technician,single,unknown,no,no,yes,cellular,nov,fri,216,0,-309,4,success,-1.9650742638919725,93.48428466621668,-37.776741743948676,0.6863554164015859,5007.255757752712,yes
849,unknown,technician,married,university.degree,no,no,no,cellular,aug,fri,309,3,466,0,nonexistent,-1.1116937253952544,94.05806621935218,-39.646864673500296,0.846096791731827,4978.940704552423,no
850,unknown,admin.,unknown,unknown,no,unknown,no,cellular,nov,thu,212,2,954,1,failure,-3.344790775623561,92.2778010343536,-25.953473534849472,0.6362074011619231,5030.257585324076,no
851,64,student,unknown,university.degree,no,no,no,cellular,nov,wed,30,4,1496,-1,nonexistent,-2.3809131926968625,93.78353529667378,-43.27788357861616,0.753857858533618,5013.161158547505,no
852,74,student,married,unknown,unknown,no,no,cellular,nov,thu,276,2,948,-1,nonexistent,-1.425380646154801,94.11224487746057,-38.49638498249461,0.8383109967139759,4973.359401567617,yes
853,28,admin.,single,university.degree,no,yes,no,cellular,nov,wed,2182,3,322,1,nonexistent,-2.5011995515546275,93.03664537694746,-33.79549420156105,0.7858548991838158,5016.319843082028,yes
854,60,technician,unknown,university.degree,no,yes,no,cellular,jul,tue,482,0,240,1,failure,-2.404265787432757,93.68626929732476,-33.230396494290744,0.6625406165567933,5006.927990177347,yes
855,unknown,technician,unknown,unknown,no,yes,no,cellular,jul,fri,76,4,1108,1,nonexistent,-1.1283122902771359,94.56254947293121,-43.294865504219445,0.8130760394911952,4980.954368387084,no
856,41,admin.,married,unknown,no,yes,no,cellular,nov,mon,133,3,834,1,failure,-1.1006223301469351,94.61537713012805,-45.53619315569577,0.9216164395366154,4968.71829546421,no
857,26,retired,unknown,unknown,no,yes,no,cellular,may,wed,185,3,929,1,failure,-1.1417609200154941,94.38514304159688,-41.63956731194837,0.7088009224264467,4981.424409731211,yes
858,32,admin.,married,unknown,no,no,no,cellular,nov,thu,153,2,1048,0,nonexistent,-1.8516972902498552,93.81205802385526,-36.28650087798556,0.902842363923229,4979.127445713445,no
859,67,student,single,unknown,unknown,unknown,yes,cellular,nov,mon,483,2,-5,1,failure,-1.1487883023649665,93.88162083210192,-40.680174671397985,0.9391142382059744,4969.879724905459,no
860,89,student,unknown,basic.6y,no,yes,no,cellular,may,thu,226,3,1162,1,failure,-1.668513384128554,93.56536874877895,-33.91120230856841,0.6869163793119131,5008.072465475573,no
861,50,entrepreneur,unknown,basic.4y,no,unknown,no,cellular,nov,tue,210,2,107,2,failure,-1.3028762901267412,93.6789574341281,-37.60663916329779,0.8082545826370676,4979.693844958458,no
862,unknown,technician,married,unknown,unknown,no,no,cellular,aug,tue,251,3,365,1,nonexistent,-1.223719267081663,93.884293879286,-39.45516921858951,0.9372945462498425,4986.002364395592,no
863,30,retired,married,unknown,unknown,unknown,no,cellular,nov,mon,96,4,547,0,nonexistent,-1.1085630848328125,94.9882292560756,-48.02378329534848,0.7512884048252952,4974.596010684691,no
864,60,management,married,basic.4y,no,unknown,no,cellular,nov,tue,37,1,543,2,failure,-3.2770270865856137,92.94459683775825,-31.66154667206651,0.8198936969620438,5022.360897416632,no
